code,municipality,score,year,subject,treated,post,treat_post,baseline_score,low_baseline,triple
4300034,Aceguá,244.88,2007,Matemática,0,0,0,258.8025,1,0
4300059,Água Santa,263.71,2007,Matemática,0,0,0,273.90999999999997,0,0
4300109,Agudo,276.83,2007,Matemática,1,0,0,283.125,0,0
4300208,Ajuricaba,271.56,2007,Matemática,0,0,0,282.4875,0,0
4300307,Alecrim,259.69,2007,Matemática,0,0,0,270.22,0,0
4300406,Alegrete,241.41,2007,Matemática,0,0,0,255.27499999999998,1,0
4300455,Alegria,241.33,2007,Matemática,0,0,0,248.785,1,0
4300471,Almirante Tamandaré do Sul,,2007,Matemática,0,0,0,263.03499999999997,0,0
4300505,Alpestre,254.41,2007,Matemática,0,0,0,253.365,1,0
4300554,Alto Alegre,269.32,2007,Matemática,0,0,0,268.0275,0,0
4300570,Alto Feliz,266.97,2007,Matemática,1,0,0,272.85,0,0
4300604,Alvorada,237.17,2007,Matemática,0,0,0,249.875,1,0
4300638,Amaral Ferrador,220.42,2007,Matemática,0,0,0,243.3175,1,0
4300646,Ametista do Sul,249.9,2007,Matemática,0,0,0,260.3375,1,0
4300661,André da Rocha,,2007,Matemática,0,0,0,,0,0
4300703,Anta Gorda,276.21,2007,Matemática,0,0,0,275.6625,0,0
4300802,Antônio Prado,263.73,2007,Matemática,0,0,0,278.4175,0,0
4300851,Arambaré,245.13,2007,Matemática,0,0,0,261.385,1,0
4300877,Araricá,249.26,2007,Matemática,1,0,0,267.5125,0,0
4300901,Aratiba,267.29,2007,Matemática,0,0,0,272.885,0,0
4301008,Arroio do Meio,265.37,2007,Matemática,0,0,0,278.38,0,0
4301057,Arroio do Sal,255.11,2007,Matemática,0,0,0,259.7175,1,0
4301073,Arroio do Padre,248.43,2007,Matemática,0,0,0,276.6875,0,0
4301107,Arroio dos Ratos,233.54,2007,Matemática,0,0,0,258.9475,1,0
4301206,Arroio do Tigre,267.36,2007,Matemática,1,0,0,273.1425,0,0
4301305,Arroio Grande,244.93,2007,Matemática,1,0,0,252.03,1,0
4301404,Arvorezinha,250.77,2007,Matemática,0,0,0,254.0325,1,0
4301503,Augusto Pestana,269.69,2007,Matemática,0,0,0,287.62,0,0
4301552,Áurea,242.45,2007,Matemática,0,0,0,287.3,0,0
4301602,Bagé,242.49,2007,Matemática,0,0,0,259.52750000000003,1,0
4301636,Balneário Pinhal,233.99,2007,Matemática,0,0,0,248.6575,1,0
4301651,Barão,258.28,2007,Matemática,1,0,0,286.47749999999996,0,0
4301701,Barão de Cotegipe,261.2,2007,Matemática,0,0,0,261.39,1,0
4301750,Barão do Triunfo,238.63,2007,Matemática,0,0,0,247.54500000000002,1,0
4301800,Barracão,236.5,2007,Matemática,0,0,0,260.42,1,0
4301859,Barra do Guarita,248.59,2007,Matemática,0,0,0,245.8625,1,0
4301875,Barra do Quaraí,222.85,2007,Matemática,0,0,0,246.0125,1,0
4301909,Barra do Ribeiro,244.59,2007,Matemática,0,0,0,248.1525,1,0
4301925,Barra do Rio Azul,,2007,Matemática,0,0,0,291.45500000000004,0,0
4301958,Barra Funda,253.37,2007,Matemática,0,0,0,280.58500000000004,0,0
4302006,Barros Cassal,248.35,2007,Matemática,0,0,0,242.02249999999998,1,0
4302055,Benjamin Constant do Sul,225.61,2007,Matemática,0,0,0,250.905,1,0
4302105,Bento Gonçalves,265.07,2007,Matemática,0,0,0,278.49,0,0
4302154,Boa Vista das Missões,253.3,2007,Matemática,0,0,0,272.745,0,0
4302204,Boa Vista do Buricá,285.85,2007,Matemática,0,0,0,283.9475,0,0
4302220,Boa Vista do Cadeado,224.02,2007,Matemática,0,0,0,232.07,1,0
4302238,Boa Vista do Incra,220.64,2007,Matemática,0,0,0,263.09000000000003,0,0
4302253,Boa Vista do Sul,261.55,2007,Matemática,0,0,0,276.225,0,0
4302303,Bom Jesus,235.57,2007,Matemática,0,0,0,262.40999999999997,0,0
4302352,Bom Princípio,281.01,2007,Matemática,1,0,0,294.6,0,0
4302378,Bom Progresso,229.06,2007,Matemática,0,0,0,272.47,0,0
4302402,Bom Retiro do Sul,261.19,2007,Matemática,1,0,0,279.4075,0,0
4302451,Boqueirão do Leão,265.81,2007,Matemática,0,0,0,260.3675,1,0
4302501,Bossoroca,244.2,2007,Matemática,0,0,0,250.0275,1,0
4302584,Bozano,272.68,2007,Matemática,0,0,0,283.14,0,0
4302600,Braga,252.2,2007,Matemática,0,0,0,266.14,0,0
4302659,Brochier,271.51,2007,Matemática,1,0,0,317.675,0,0
4302709,Butiá,240.08,2007,Matemática,1,0,0,227.42000000000002,1,0
4302808,Caçapava do Sul,248.91,2007,Matemática,0,0,0,254.54250000000002,1,0
4302907,Cacequi,238.28,2007,Matemática,0,0,0,243.95499999999998,1,0
4303004,Cachoeira do Sul,251.08,2007,Matemática,1,0,0,259.44,1,0
4303103,Cachoeirinha,241.16,2007,Matemática,0,0,0,254.6925,1,0
4303202,Cacique Doble,248.05,2007,Matemática,0,0,0,268.835,0,0
4303301,Caibaté,261.37,2007,Matemática,0,0,0,253.8675,1,0
4303400,Caiçara,261.83,2007,Matemática,0,0,0,263.9725,0,0
4303509,Camaquã,247.8,2007,Matemática,1,0,0,257.87,1,0
4303558,Camargo,276.12,2007,Matemática,0,0,0,277.94500000000005,0,0
4303608,Cambará do Sul,233.74,2007,Matemática,0,0,0,253.89499999999998,1,0
4303673,Campestre da Serra,276.97,2007,Matemática,0,0,0,280.15999999999997,0,0
4303707,Campina das Missões,269.42,2007,Matemática,0,0,0,276.8675,0,0
4303806,Campinas do Sul,264.03,2007,Matemática,0,0,0,287.3275,0,0
4303905,Campo Bom,259.18,2007,Matemática,1,0,0,277.98,0,0
4304002,Campo Novo,245.9,2007,Matemática,0,0,0,250.65,1,0
4304101,Campos Borges,244.04,2007,Matemática,0,0,0,248.02749999999997,1,0
4304200,Candelária,250.63,2007,Matemática,0,0,0,257.2225,1,0
4304309,Cândido Godói,,2007,Matemática,0,0,0,277.0475,0,0
4304358,Candiota,248.7,2007,Matemática,0,0,0,256.425,1,0
4304408,Canela,243.42,2007,Matemática,0,0,0,265.1925,0,0
4304507,Canguçu,234.37,2007,Matemática,0,0,0,286.52250000000004,0,0
4304606,Canoas,249.54,2007,Matemática,1,0,0,262.84000000000003,0,0
4304614,Canudos do Vale,267.08,2007,Matemática,0,0,0,261.0825,1,0
4304622,Capão Bonito do Sul,213.27,2007,Matemática,0,0,0,252.98250000000002,1,0
4304630,Capão da Canoa,257.62,2007,Matemática,0,0,0,264.2625,0,0
4304655,Capão do Cipó,221.69,2007,Matemática,0,0,0,260.1325,1,0
4304663,Capão do Leão,248.66,2007,Matemática,1,0,0,257.65,1,0
4304671,Capivari do Sul,263.94,2007,Matemática,0,0,0,265.8975,0,0
4304689,Capela de Santana,251.34,2007,Matemática,1,0,0,260.0325,1,0
4304697,Capitão,279.96,2007,Matemática,0,0,0,275.08000000000004,0,0
4304705,Carazinho,249.43,2007,Matemática,0,0,0,258.59749999999997,1,0
4304713,Caraá,248.49,2007,Matemática,0,0,0,223.9,1,0
4304804,Carlos Barbosa,260.55,2007,Matemática,0,0,0,285.27,0,0
4304903,Casca,260.83,2007,Matemática,0,0,0,270.7,0,0
4304952,Caseiros,248.34,2007,Matemática,0,0,0,258.97,1,0
4305009,Catuípe,262.58,2007,Matemática,0,0,0,271.6225,0,0
4305108,Caxias do Sul,261.68,2007,Matemática,1,0,0,268.43,0,0
4305116,Centenário,272.84,2007,Matemática,0,0,0,286.9775,0,0
4305124,Cerrito,245.8,2007,Matemática,0,0,0,267.835,0,0
4305132,Cerro Branco,248.34,2007,Matemática,0,0,0,271.105,0,0
4305157,Cerro Grande,250.4,2007,Matemática,0,0,0,279.815,0,0
4305173,Cerro Grande do Sul,266.53,2007,Matemática,1,0,0,264.0375,0,0
4305207,Cerro Largo,259.36,2007,Matemática,0,0,0,286.55,0,0
4305306,Chapada,252.04,2007,Matemática,0,0,0,270.98249999999996,0,0
4305355,Charqueadas,248.02,2007,Matemática,0,0,0,261.0675,1,0
4305371,Charrua,261.19,2007,Matemática,0,0,0,275.225,0,0
4305405,Chiapetta,258.01,2007,Matemática,0,0,0,261.68,1,0
4305439,Chuí,248.27,2007,Matemática,1,0,0,,0,0
4305447,Chuvisca,232.7,2007,Matemática,1,0,0,260.015,1,0
4305454,Cidreira,255.17,2007,Matemática,0,0,0,258.90999999999997,1,0
4305504,Ciríaco,250.96,2007,Matemática,0,0,0,256.21250000000003,1,0
4305587,Colinas,295.07,2007,Matemática,0,0,0,288.32,0,0
4305603,Colorado,276.69,2007,Matemática,0,0,0,291.46000000000004,0,0
4305702,Condor,249.74,2007,Matemática,0,0,0,268.6075,0,0
4305801,Constantina,251.79,2007,Matemática,0,0,0,268.3375,0,0
4305835,Coqueiro Baixo,266.86,2007,Matemática,0,0,0,296.775,0,0
4305850,Coqueiros do Sul,260.97,2007,Matemática,0,0,0,235.36,1,0
4305871,Coronel Barros,248.72,2007,Matemática,0,0,0,287.375,0,0
4305900,Coronel Bicaco,246.7,2007,Matemática,0,0,0,251.2725,1,0
4305934,Coronel Pilar,247.63,2007,Matemática,0,0,0,274.95500000000004,0,0
4305959,Cotiporã,260.81,2007,Matemática,0,0,0,279.155,0,0
4305975,Coxilha,239.63,2007,Matemática,0,0,0,262.2375,0,0
4306007,Crissiumal,257.3,2007,Matemática,0,0,0,277.26,0,0
4306056,Cristal,245.63,2007,Matemática,0,0,0,262.325,0,0
4306072,Cristal do Sul,242.46,2007,Matemática,0,0,0,239.67000000000002,1,0
4306106,Cruz Alta,239.16,2007,Matemática,0,0,0,255.2525,1,0
4306130,Cruzaltense,266.48,2007,Matemática,0,0,0,287.585,0,0
4306205,Cruzeiro do Sul,266.0,2007,Matemática,1,0,0,264.855,0,0
4306304,David Canabarro,258.19,2007,Matemática,0,0,0,268.75,0,0
4306320,Derrubadas,249.84,2007,Matemática,0,0,0,286.65999999999997,0,0
4306353,Dezesseis de Novembro,,2007,Matemática,0,0,0,257.25250000000005,1,0
4306379,Dilermando de Aguiar,,2007,Matemática,0,0,0,,0,0
4306403,Dois Irmãos,270.1,2007,Matemática,1,0,0,281.48,0,0
4306429,Dois Irmãos das Missões,231.19,2007,Matemática,0,0,0,,0,0
4306452,Dois Lajeados,272.12,2007,Matemática,0,0,0,296.695,0,0
4306502,Dom Feliciano,243.47,2007,Matemática,1,0,0,267.5075,0,0
4306551,Dom Pedro de Alcântara,268.87,2007,Matemática,0,0,0,269.84,0,0
4306601,Dom Pedrito,241.81,2007,Matemática,0,0,0,249.8275,1,0
4306700,Dona Francisca,280.67,2007,Matemática,1,0,0,274.475,0,0
4306734,Doutor Maurício Cardoso,265.64,2007,Matemática,0,0,0,261.805,0,0
4306759,Doutor Ricardo,248.05,2007,Matemática,0,0,0,,0,0
4306767,Eldorado do Sul,229.39,2007,Matemática,0,0,0,259.9975,1,0
4306809,Encantado,275.21,2007,Matemática,0,0,0,280.855,0,0
4306908,Encruzilhada do Sul,248.78,2007,Matemática,0,0,0,256.9325,1,0
4306924,Engenho Velho,256.11,2007,Matemática,0,0,0,227.77,1,0
4306932,Entre-Ijuís,245.36,2007,Matemática,0,0,0,262.28499999999997,0,0
4306957,Entre Rios do Sul,271.49,2007,Matemática,0,0,0,291.59000000000003,0,0
4306973,Erebango,250.34,2007,Matemática,0,0,0,266.5475,0,0
4307005,Erechim,257.9,2007,Matemática,0,0,0,276.5175,0,0
4307054,Ernestina,,2007,Matemática,0,0,0,262.69,0,0
4307104,Herval,251.23,2007,Matemática,0,0,0,258.245,1,0
4307203,Erval Grande,252.38,2007,Matemática,0,0,0,262.9125,0,0
4307302,Erval Seco,259.87,2007,Matemática,0,0,0,271.1925,0,0
4307401,Esmeralda,263.54,2007,Matemática,0,0,0,255.6775,1,0
4307450,Esperança do Sul,231.51,2007,Matemática,0,0,0,249.405,1,0
4307500,Espumoso,245.92,2007,Matemática,0,0,0,274.885,0,0
4307559,Estação,244.35,2007,Matemática,0,0,0,269.89,0,0
4307609,Estância Velha,255.62,2007,Matemática,1,0,0,271.89,0,0
4307708,Esteio,253.28,2007,Matemática,0,0,0,255.48250000000002,1,0
4307807,Estrela,273.32,2007,Matemática,1,0,0,272.0675,0,0
4307815,Estrela Velha,248.93,2007,Matemática,1,0,0,259.7125,1,0
4307831,Eugênio de Castro,254.84,2007,Matemática,0,0,0,275.15250000000003,0,0
4307864,Fagundes Varela,255.54,2007,Matemática,0,0,0,262.72249999999997,0,0
4307906,Farroupilha,261.17,2007,Matemática,0,0,0,289.96500000000003,0,0
4308003,Faxinal do Soturno,266.88,2007,Matemática,0,0,0,270.95,0,0
4308052,Faxinalzinho,245.31,2007,Matemática,0,0,0,238.07999999999998,1,0
4308078,Fazenda Vilanova,252.51,2007,Matemática,0,0,0,266.7075,0,0
4308102,Feliz,301.11,2007,Matemática,1,0,0,292.92,0,0
4308201,Flores da Cunha,282.29,2007,Matemática,0,0,0,287.8225,0,0
4308250,Floriano Peixoto,287.91,2007,Matemática,0,0,0,289.125,0,0
4308300,Fontoura Xavier,235.95,2007,Matemática,0,0,0,256.0175,1,0
4308409,Formigueiro,249.24,2007,Matemática,0,0,0,247.4175,1,0
4308433,Forquetinha,252.97,2007,Matemática,1,0,0,258.475,1,0
4308458,Fortaleza dos Valos,266.14,2007,Matemática,0,0,0,260.8175,1,0
4308508,Frederico Westphalen,260.47,2007,Matemática,0,0,0,281.63,0,0
4308607,Garibaldi,276.02,2007,Matemática,0,0,0,277.8825,0,0
4308656,Garruchos,248.41,2007,Matemática,0,0,0,263.995,0,0
4308706,Gaurama,263.54,2007,Matemática,0,0,0,277.07,0,0
4308805,General Câmara,259.55,2007,Matemática,0,0,0,238.71249999999998,1,0
4308854,Gentil,,2007,Matemática,0,0,0,276.245,0,0
4308904,Getúlio Vargas,262.87,2007,Matemática,0,0,0,269.7425,0,0
4309001,Giruá,250.62,2007,Matemática,0,0,0,252.3975,1,0
4309050,Glorinha,245.54,2007,Matemática,0,0,0,260.4,1,0
4309100,Gramado,261.73,2007,Matemática,1,0,0,273.725,0,0
4309126,Gramado dos Loureiros,240.73,2007,Matemática,0,0,0,287.33500000000004,0,0
4309159,Gramado Xavier,249.83,2007,Matemática,0,0,0,262.23,0,0
4309209,Gravataí,241.43,2007,Matemática,0,0,0,258.17,1,0
4309258,Guabiju,284.84,2007,Matemática,0,0,0,295.995,0,0
4309308,Guaíba,243.2,2007,Matemática,0,0,0,259.62,1,0
4309407,Guaporé,251.51,2007,Matemática,0,0,0,270.3025,0,0
4309506,Guarani das Missões,252.35,2007,Matemática,0,0,0,260.4675,1,0
4309555,Harmonia,275.85,2007,Matemática,1,0,0,289.6925,0,0
4309571,Herveiras,260.79,2007,Matemática,0,0,0,,0,0
4309605,Horizontina,252.96,2007,Matemática,0,0,0,275.78999999999996,0,0
4309654,Hulha Negra,239.55,2007,Matemática,0,0,0,243.965,1,0
4309704,Humaitá,269.99,2007,Matemática,0,0,0,269.4625,0,0
4309753,Ibarama,268.13,2007,Matemática,1,0,0,266.0775,0,0
4309803,Ibiaçá,279.47,2007,Matemática,0,0,0,268.3,0,0
4309902,Ibiraiaras,265.97,2007,Matemática,0,0,0,277.61,0,0
4309951,Ibirapuitã,243.35,2007,Matemática,0,0,0,259.635,1,0
4310009,Ibirubá,270.21,2007,Matemática,0,0,0,284.3225,0,0
4310108,Igrejinha,257.65,2007,Matemática,1,0,0,280.45500000000004,0,0
4310207,Ijuí,253.97,2007,Matemática,0,0,0,276.125,0,0
4310306,Ilópolis,235.81,2007,Matemática,0,0,0,274.415,0,0
4310330,Imbé,249.63,2007,Matemática,0,0,0,265.9125,0,0
4310363,Imigrante,317.68,2007,Matemática,0,0,0,314.095,0,0
4310405,Independência,249.47,2007,Matemática,0,0,0,270.01,0,0
4310413,Inhacorá,235.36,2007,Matemática,0,0,0,241.72,1,0
4310439,Ipê,252.31,2007,Matemática,0,0,0,278.12,0,0
4310462,Ipiranga do Sul,244.31,2007,Matemática,0,0,0,273.4625,0,0
4310504,Iraí,265.3,2007,Matemática,0,0,0,278.305,0,0
4310538,Itaara,252.06,2007,Matemática,0,0,0,270.71500000000003,0,0
4310553,Itacurubi,219.44,2007,Matemática,0,0,0,248.8,1,0
4310579,Itapuca,238.09,2007,Matemática,0,0,0,261.815,0,0
4310603,Itaqui,239.81,2007,Matemática,0,0,0,250.2475,1,0
4310652,Itati,250.41,2007,Matemática,0,0,0,277.8825,0,0
4310702,Itatiba do Sul,258.96,2007,Matemática,0,0,0,281.985,0,0
4310751,Ivorá,255.19,2007,Matemática,0,0,0,257.36,1,0
4310801,Ivoti,267.68,2007,Matemática,1,0,0,290.4175,0,0
4310850,Jaboticaba,245.62,2007,Matemática,0,0,0,270.905,0,0
4310876,Jacuizinho,223.52,2007,Matemática,0,0,0,230.04,1,0
4310900,Jacutinga,266.9,2007,Matemática,0,0,0,288.6225,0,0
4311007,Jaguarão,236.0,2007,Matemática,0,0,0,266.1075,0,0
4311106,Jaguari,268.06,2007,Matemática,0,0,0,275.045,0,0
4311122,Jaquirana,213.86,2007,Matemática,0,0,0,242.95,1,0
4311130,Jari,263.01,2007,Matemática,0,0,0,263.505,0,0
4311155,Jóia,287.01,2007,Matemática,0,0,0,269.4425,0,0
4311205,Júlio de Castilhos,251.7,2007,Matemática,0,0,0,262.755,0,0
4311239,Lagoa Bonita do Sul,230.48,2007,Matemática,0,0,0,245.8575,1,0
4311254,Lagoão,240.31,2007,Matemática,0,0,0,265.555,0,0
4311270,Lagoa dos Três Cantos,256.19,2007,Matemática,0,0,0,278.515,0,0
4311304,Lagoa Vermelha,242.62,2007,Matemática,0,0,0,258.63,1,0
4311403,Lajeado,255.94,2007,Matemática,1,0,0,276.10249999999996,0,0
4311429,Lajeado do Bugre,209.07,2007,Matemática,0,0,0,,0,0
4311502,Lavras do Sul,227.42,2007,Matemática,0,0,0,254.60250000000002,1,0
4311601,Liberato Salzano,247.16,2007,Matemática,0,0,0,265.94,0,0
4311627,Lindolfo Collor,228.42,2007,Matemática,0,0,0,281.4275,0,0
4311643,Linha Nova,276.49,2007,Matemática,1,0,0,286.825,0,0
4311700,Machadinho,258.34,2007,Matemática,0,0,0,260.32,1,0
4311718,Maçambará,227.82,2007,Matemática,0,0,0,232.3275,1,0
4311734,Mampituba,266.4,2007,Matemática,0,0,0,271.475,0,0
4311759,Manoel Viana,254.91,2007,Matemática,0,0,0,253.1625,1,0
4311775,Maquiné,232.21,2007,Matemática,0,0,0,261.61,1,0
4311791,Maratá,261.29,2007,Matemática,0,0,0,279.76,0,0
4311809,Marau,262.54,2007,Matemática,0,0,0,265.78,0,0
4311908,Marcelino Ramos,283.23,2007,Matemática,0,0,0,244.51999999999998,1,0
4311981,Mariana Pimentel,,2007,Matemática,0,0,0,261.555,1,0
4312005,Mariano Moro,232.73,2007,Matemática,0,0,0,237.0475,1,0
4312054,Marques de Souza,275.07,2007,Matemática,0,0,0,283.3525,0,0
4312104,Mata,254.57,2007,Matemática,0,0,0,262.84250000000003,0,0
4312138,Mato Castelhano,251.79,2007,Matemática,0,0,0,232.94,1,0
4312153,Mato Leitão,297.7,2007,Matemática,0,0,0,283.765,0,0
4312179,Mato Queimado,240.59,2007,Matemática,0,0,0,284.9875,0,0
4312203,Maximiliano de Almeida,261.36,2007,Matemática,0,0,0,264.61,0,0
4312252,Minas do Leão,251.67,2007,Matemática,1,0,0,256.20500000000004,1,0
4312302,Miraguaí,225.34,2007,Matemática,0,0,0,251.9525,1,0
4312351,Montauri,247.7,2007,Matemática,0,0,0,300.265,0,0
4312377,Monte Alegre dos Campos,225.39,2007,Matemática,0,0,0,244.48250000000002,1,0
4312385,Monte Belo do Sul,259.47,2007,Matemática,0,0,0,282.6375,0,0
4312401,Montenegro,250.65,2007,Matemática,1,0,0,261.1775,1,0
4312427,Mormaço,,2007,Matemática,0,0,0,259.805,1,0
4312443,Morrinhos do Sul,287.44,2007,Matemática,0,0,0,286.285,0,0
4312450,Morro Redondo,261.4,2007,Matemática,0,0,0,270.59000000000003,0,0
4312476,Morro Reuter,258.98,2007,Matemática,1,0,0,287.4925,0,0
4312500,Mostardas,255.36,2007,Matemática,0,0,0,251.8225,1,0
4312609,Muçum,247.93,2007,Matemática,0,0,0,268.775,0,0
4312617,Muitos Capões,250.57,2007,Matemática,0,0,0,260.4375,1,0
4312625,Muliterno,260.54,2007,Matemática,0,0,0,261.045,1,0
4312658,Não-Me-Toque,261.99,2007,Matemática,0,0,0,260.67,1,0
4312674,Nicolau Vergueiro,236.21,2007,Matemática,0,0,0,246.98,1,0
4312708,Nonoai,244.87,2007,Matemática,0,0,0,269.1175,0,0
4312757,Nova Alvorada,248.13,2007,Matemática,0,0,0,281.76,0,0
4312807,Nova Araçá,272.87,2007,Matemática,0,0,0,274.5925,0,0
4312906,Nova Bassano,256.2,2007,Matemática,0,0,0,266.2675,0,0
4312955,Nova Boa Vista,269.1,2007,Matemática,0,0,0,276.22249999999997,0,0
4313003,Nova Bréscia,273.67,2007,Matemática,0,0,0,269.0575,0,0
4313011,Nova Candelária,285.45,2007,Matemática,0,0,0,284.65999999999997,0,0
4313037,Nova Esperança do Sul,255.36,2007,Matemática,0,0,0,253.46,1,0
4313060,Nova Hartz,248.0,2007,Matemática,1,0,0,269.175,0,0
4313086,Nova Pádua,260.64,2007,Matemática,0,0,0,262.9375,0,0
4313102,Nova Palma,274.93,2007,Matemática,0,0,0,264.4275,0,0
4313201,Nova Petrópolis,246.44,2007,Matemática,0,0,0,295.1225,0,0
4313300,Nova Prata,272.99,2007,Matemática,0,0,0,272.12,0,0
4313334,Nova Ramada,271.04,2007,Matemática,0,0,0,,0,0
4313359,Nova Roma do Sul,269.11,2007,Matemática,0,0,0,282.83500000000004,0,0
4313375,Nova Santa Rita,245.7,2007,Matemática,0,0,0,263.56,0,0
4313391,Novo Cabrais,245.35,2007,Matemática,0,0,0,,0,0
4313409,Novo Hamburgo,259.44,2007,Matemática,1,0,0,262.5975,0,0
4313425,Novo Machado,247.02,2007,Matemática,0,0,0,273.24,0,0
4313441,Novo Tiradentes,250.6,2007,Matemática,0,0,0,,0,0
4313466,Novo Xingu,238.42,2007,Matemática,0,0,0,264.58000000000004,0,0
4313490,Novo Barreiro,243.22,2007,Matemática,0,0,0,245.58499999999998,1,0
4313508,Osório,255.25,2007,Matemática,0,0,0,270.8225,0,0
4313607,Paim Filho,260.14,2007,Matemática,0,0,0,254.39,1,0
4313656,Palmares do Sul,244.03,2007,Matemática,0,0,0,248.7225,1,0
4313706,Palmeira das Missões,242.77,2007,Matemática,0,0,0,256.305,1,0
4313805,Palmitinho,230.51,2007,Matemática,0,0,0,269.9325,0,0
4313904,Panambi,261.26,2007,Matemática,0,0,0,276.56,0,0
4313953,Pantano Grande,249.88,2007,Matemática,0,0,0,246.0575,1,0
4314001,Paraí,265.83,2007,Matemática,0,0,0,279.74,0,0
4314027,Paraíso do Sul,258.5,2007,Matemática,1,0,0,270.52250000000004,0,0
4314035,Pareci Novo,287.98,2007,Matemática,1,0,0,283.0425,0,0
4314050,Parobé,250.32,2007,Matemática,1,0,0,267.53999999999996,0,0
4314068,Passa Sete,261.55,2007,Matemática,0,0,0,273.87,0,0
4314076,Passo do Sobrado,259.95,2007,Matemática,0,0,0,267.4075,0,0
4314100,Passo Fundo,245.96,2007,Matemática,0,0,0,257.48,1,0
4314134,Paulo Bento,249.64,2007,Matemática,0,0,0,274.035,0,0
4314159,Paverama,245.99,2007,Matemática,0,0,0,258.2,1,0
4314175,Pedras Altas,246.14,2007,Matemática,0,0,0,,0,0
4314209,Pedro Osório,249.13,2007,Matemática,0,0,0,243.815,1,0
4314308,Pejuçara,249.86,2007,Matemática,0,0,0,274.65250000000003,0,0
4314407,Pelotas,249.37,2007,Matemática,1,0,0,264.845,0,0
4314423,Picada Café,292.32,2007,Matemática,0,0,0,294.65999999999997,0,0
4314456,Pinhal,251.84,2007,Matemática,0,0,0,269.0825,0,0
4314464,Pinhal da Serra,264.06,2007,Matemática,0,0,0,271.9825,0,0
4314472,Pinhal Grande,263.87,2007,Matemática,0,0,0,276.085,0,0
4314498,Pinheirinho do Vale,232.06,2007,Matemática,0,0,0,278.35,0,0
4314506,Pinheiro Machado,246.66,2007,Matemática,0,0,0,261.7125,1,0
4314548,Pinto Bandeira,,2007,Matemática,0,0,0,275.36,0,0
4314555,Pirapó,275.35,2007,Matemática,0,0,0,263.7625,0,0
4314605,Piratini,223.27,2007,Matemática,0,0,0,256.49,1,0
4314704,Planalto,245.97,2007,Matemática,0,0,0,264.48,0,0
4314753,Poço das Antas,268.2,2007,Matemática,1,0,0,276.18,0,0
4314779,Pontão,239.26,2007,Matemática,0,0,0,272.495,0,0
4314787,Ponte Preta,277.43,2007,Matemática,0,0,0,269.605,0,0
4314803,Portão,260.81,2007,Matemática,1,0,0,280.7,0,0
4314902,Porto Alegre,247.17,2007,Matemática,1,0,0,253.5,1,0
4315008,Porto Lucena,251.78,2007,Matemática,0,0,0,265.32,0,0
4315057,Porto Mauá,262.88,2007,Matemática,0,0,0,254.38,1,0
4315073,Porto Vera Cruz,239.35,2007,Matemática,0,0,0,263.54,0,0
4315107,Porto Xavier,269.89,2007,Matemática,0,0,0,272.135,0,0
4315131,Pouso Novo,,2007,Matemática,0,0,0,264.1375,0,0
4315149,Presidente Lucena,270.99,2007,Matemática,1,0,0,286.67,0,0
4315156,Progresso,262.74,2007,Matemática,0,0,0,247.5275,1,0
4315172,Protásio Alves,258.15,2007,Matemática,0,0,0,264.3575,0,0
4315206,Putinga,227.64,2007,Matemática,0,0,0,246.4325,1,0
4315305,Quaraí,235.31,2007,Matemática,0,0,0,267.21500000000003,0,0
4315313,Quatro Irmãos,,2007,Matemática,0,0,0,261.11,1,0
4315321,Quevedos,267.6,2007,Matemática,0,0,0,253.7125,1,0
4315354,Quinze de Novembro,262.49,2007,Matemática,0,0,0,275.4375,0,0
4315404,Redentora,237.1,2007,Matemática,0,0,0,250.36,1,0
4315453,Relvado,301.08,2007,Matemática,0,0,0,281.5,0,0
4315503,Restinga Sêca,264.59,2007,Matemática,1,0,0,266.78249999999997,0,0
4315552,Rio dos Índios,,2007,Matemática,0,0,0,265.09000000000003,0,0
4315602,Rio Grande,245.6,2007,Matemática,1,0,0,262.90749999999997,0,0
4315701,Rio Pardo,249.57,2007,Matemática,0,0,0,261.53999999999996,1,0
4315750,Riozinho,267.8,2007,Matemática,0,0,0,270.635,0,0
4315800,Roca Sales,253.32,2007,Matemática,0,0,0,264.0675,0,0
4315909,Rodeio Bonito,266.19,2007,Matemática,0,0,0,274.935,0,0
4315958,Rolador,258.03,2007,Matemática,0,0,0,280.1225,0,0
4316006,Rolante,256.55,2007,Matemática,0,0,0,268.5775,0,0
4316105,Ronda Alta,259.7,2007,Matemática,0,0,0,264.77,0,0
4316204,Rondinha,251.58,2007,Matemática,0,0,0,265.72249999999997,0,0
4316303,Roque Gonzales,288.09,2007,Matemática,0,0,0,277.695,0,0
4316402,Rosário do Sul,234.13,2007,Matemática,0,0,0,243.51999999999998,1,0
4316428,Sagrada Família,234.99,2007,Matemática,0,0,0,267.9,0,0
4316436,Saldanha Marinho,259.36,2007,Matemática,0,0,0,292.145,0,0
4316451,Salto do Jacuí,250.46,2007,Matemática,0,0,0,263.0675,0,0
4316477,Salvador das Missões,271.38,2007,Matemática,0,0,0,274.1075,0,0
4316501,Salvador do Sul,264.0,2007,Matemática,1,0,0,295.6075,0,0
4316600,Sananduva,247.62,2007,Matemática,0,0,0,278.63750000000005,0,0
4316709,Santa Bárbara do Sul,239.09,2007,Matemática,0,0,0,249.405,1,0
4316733,Santa Cecília do Sul,273.5,2007,Matemática,0,0,0,245.10500000000002,1,0
